业务线,序号,任务ID,任务名称,创建人,任务状态,创建时间,预计完成时间,实际完成时间,任务延期时长/天,任务总时长/天,预算单ID,预算单名称,WBS编号,利润中心,利润中心编号,一级部门,二级部门,三级部门,数据量（张）,数据存储,数据集群,费用（元）,账单确认,是否有数据包被打回,任务流程
DX,DX-BZ-2023-0065,16954,商品检测框标注,江心雨,任务完成,2023/3/29,2023/4/1,2023/3/30,0,1,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,36,lustre,SH-40,54.69,已确认,FALSE,创建(2023-03-29) -> 文件上传(2023-03-29) -> 文件上传成功(2023-03-29) -> 运营调整任务完成时间(2023-03-30) -> 审核通过(2023-03-30) -> 标注完成(2023-03-30) -> 标注验收通过(2023-03-30) 
DX,DX-BZ-2023-0063,16921,商品检测框标注,江心雨,任务完成,2023/3/28,2023/3/30,2023/4/4,5,7,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,3774,lustre,SH-40,7323.63,已确认,FALSE,创建(2023-03-28) -> 文件上传(2023-03-28) -> 文件上传成功(2023-03-28) -> 运营调整任务完成时间(2023-03-28) -> 审核通过(2023-03-28) -> 标注完成(2023-03-30) -> 标注验收通过(2023-04-04) 
DX,DX-BZ-2023-0062,16886,2cam 20230314to0323订单数据检测标注,储祥翠,任务完成,2023/3/24,2023/3/27,2023/3/30,3,6,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,2908,lustre,SH-40,789.91,已确认,TRUE,创建(2023-03-24) -> 文件上传(2023-03-24) -> 文件上传成功(2023-03-24) -> 运营调整任务完成时间(2023-03-24) -> 审核通过(2023-03-24) -> 标注完成(2023-03-30) -> 验收中有数据包被打回(2023-03-30) -> 标注完成(2023-03-30) -> 标注验收通过(2023-03-30) 
DX,DX-BZ-2023-0061,16866,动态上新20230323订单数据检测标注,储祥翠,任务完成,2023/3/23,2023/3/27,2023/3/30,3,7,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,25789,lustre,SH-40,3631,已确认,TRUE,创建(2023-03-23) -> 文件上传(2023-03-23) -> 文件上传成功(2023-03-23) -> 运营调整任务完成时间(2023-03-23) -> 审核通过(2023-03-23) -> 标注完成(2023-03-27) -> 验收中有数据包被打回(2023-03-28) -> 标注完成(2023-03-28) -> 标注验收通过(2023-03-30) 
DX,DX-BZ-2023-0057,16831,商品检测框标注,江心雨,任务完成,2023/3/21,2023/3/22,2023/3/22,0,1,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,32,lustre,SH-40,64.93,已确认,TRUE,创建(2023-03-21) -> 文件上传(2023-03-21) -> 文件上传成功(2023-03-21) -> 运营调整任务完成时间(2023-03-22) -> 审核通过(2023-03-22) -> 标注完成(2023-03-22) -> 验收中有数据包被打回(2023-03-22) -> 标注完成(2023-03-22) -> 验收中有数据包被打回(2023-03-22) -> 标注完成(2023-03-22) -> 标注验收通过(2023-03-22) 
DX,DX-BZ-2023-0058,16832,商品检测框标注,江心雨,任务完成,2023/3/21,2023/3/22,2023/3/22,0,1,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,36,lustre,SH-40,14.08,已确认,TRUE,创建(2023-03-21) -> 文件上传(2023-03-21) -> 文件上传成功(2023-03-21) -> 运营调整任务完成时间(2023-03-22) -> 审核通过(2023-03-22) -> 标注完成(2023-03-22) -> 验收中有数据包被打回(2023-03-22) -> 标注完成(2023-03-22) -> 验收中有数据包被打回(2023-03-22) -> 标注完成(2023-03-22) -> 标注验收通过(2023-03-22) 
DX,DX-BZ-2023-0059,16833,商品检测框标注,江心雨,任务完成,2023/3/21,2023/3/22,2023/3/22,0,1,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,91,lustre,SH-40,193.96,已确认,TRUE,创建(2023-03-21) -> 文件上传(2023-03-21) -> 文件上传成功(2023-03-21) -> 运营调整任务完成时间(2023-03-22) -> 审核通过(2023-03-22) -> 标注完成(2023-03-22) -> 验收中有数据包被打回(2023-03-22) -> 标注完成(2023-03-22) -> 验收中有数据包被打回(2023-03-22) -> 标注完成(2023-03-22) -> 标注验收通过(2023-03-22) 
DX,DX-BZ-2023-0060,16834,商品检测框标注（只标透光数据）,江心雨,任务完成,2023/3/21,2023/3/22,2023/3/30,8,9,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,1854,lustre,SH-40,2747.52,已确认,TRUE,创建(2023-03-21) -> 文件上传(2023-03-21) -> 文件上传成功(2023-03-21) -> 运营调整任务完成时间(2023-03-22) -> 审核通过(2023-03-22) -> 标注完成(2023-03-23) -> 验收中有数据包被打回(2023-03-30) -> 标注完成(2023-03-30) -> 标注验收通过(2023-03-30) 
DX,DX-BZ-2023-0055,16808,2cam 20230216to0313人工回流数据检测标注,储祥翠,任务完成,2023/3/20,2023/3/20,2023/3/21,1,1,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,3267,lustre,SH-40,1003.85,已确认,TRUE,创建(2023-03-20) -> 文件上传(2023-03-20) -> 文件上传成功(2023-03-20) -> 运营调整任务完成时间(2023-03-20) -> 审核通过(2023-03-20) -> 标注完成(2023-03-21) -> 验收中有数据包被打回(2023-03-21) -> 标注完成(2023-03-21) -> 标注验收通过(2023-03-21) 
DX,DX-BZ-2023-0056,16818,半监督20230207订单数据检测标注,储祥翠,任务完成,2023/3/20,2023/3/24,2023/3/24,0,4,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,1965,lustre,SH-40,531.94,已确认,TRUE,创建(2023-03-20) -> 文件上传(2023-03-20) -> 文件上传成功(2023-03-20) -> 运营调整任务完成时间(2023-03-20) -> 审核通过(2023-03-20) -> 标注完成(2023-03-24) -> 验收中有数据包被打回(2023-03-24) -> 标注完成(2023-03-24) -> 标注验收通过(2023-03-24) 
DX,DX-BZ-2023-0051,16762,动态上新20230314订单数据检测标注,储祥翠,任务完成,2023/3/15,2023/3/19,2023/3/20,1,5,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,20841,lustre,SH-40,2985.15,已确认,FALSE,创建(2023-03-15) -> 文件上传(2023-03-15) -> 文件上传成功(2023-03-15) -> 撤回任务(2023-03-15) -> 文件上传(2023-03-15) -> 重新提交任务(2023-03-15) -> 文件上传成功(2023-03-15) -> 撤回任务(2023-03-15) -> 文件上传(2023-03-16) -> 重新提交任务(2023-03-16) -> 文件上传成功(2023-03-16) -> 运营调整任务完成时间(2023-03-17) -> 审核通过(2023-03-17) -> 标注完成(2023-03-20) -> 标注验收通过(2023-03-20) 
DX,DX-BZ-2023-0052,16760,乒乓球检测框标注（跳过竞价）,王俊豪,任务完成,2023/3/15,2023/3/16,2023/3/16,0,1,2070,SenseOmni智慧体育产品预研SCG09,R-SC220924.001,创新业务部,SCG09,智慧城市与商业事业群,创新业务部,智慧体育创新中心,1013,lustre,SH-40,47.27,已确认,FALSE,创建(2023-03-15) -> 文件上传(2023-03-15) -> 文件上传成功(2023-03-15) -> 撤回任务(2023-03-15) -> 文件上传(2023-03-15) -> 重新提交任务(2023-03-15) -> 文件上传失败(2023-03-15) -> 文件上传(2023-03-15) -> 重新提交任务(2023-03-15) -> 文件上传成功(2023-03-15) -> 运营调整任务完成时间(2023-03-15) -> 审核通过(2023-03-15) -> 标注完成(2023-03-15) -> 标注验收通过(2023-03-16) 
DX,DX-BZ-2023-0053,16764,动态上新20230306订单数据检测标注v2,储祥翠,任务完成,2023/3/15,2023/3/19,2023/3/20,1,5,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,6955,lustre,SH-40,822.34,已确认,FALSE,创建(2023-03-15) -> 文件上传(2023-03-15) -> 文件上传成功(2023-03-15) -> 运营调整任务完成时间(2023-03-15) -> 审核通过(2023-03-15) -> 标注完成(2023-03-17) -> 标注验收通过(2023-03-20) 
DX,DX-BZ-2023-0054,16766,乒乓球检测框标注（跳过竞价）,王俊豪,任务完成,2023/3/15,2023/3/15,2023/3/16,1,1,2070,SenseOmni智慧体育产品预研SCG09,R-SC220924.001,创新业务部,SCG09,智慧城市与商业事业群,创新业务部,智慧体育创新中心,797,lustre,SH-40,45.45,已确认,FALSE,创建(2023-03-15) -> 文件上传(2023-03-15) -> 文件上传成功(2023-03-15) -> 运营调整任务完成时间(2023-03-15) -> 审核通过(2023-03-15) -> 标注完成(2023-03-15) -> 标注验收通过(2023-03-16) 
DX,DX-BZ-2023-0049,16749,AI park18相机篮球检测裱糊,冯律,任务完成,2023/3/14,2023/3/14,2023/3/21,7,7,2070,SenseOmni智慧体育产品预研SCG09,R-SC220924.001,创新业务部,SCG09,智慧城市与商业事业群,创新业务部,智慧体育创新中心,18000,lustre,SH-40,1962.18,已确认,FALSE,创建(2023-03-14) -> 文件上传(2023-03-14) -> 文件上传成功(2023-03-14) -> 运营调整任务完成时间(2023-03-14) -> 审核通过(2023-03-14) -> 标注完成(2023-03-15) -> 标注验收通过(2023-03-21) 
DX,DX-BZ-2023-0050,16757,乒乓球检测框标注,王俊豪,任务完成,2023/3/14,2023/3/15,2023/3/15,0,1,2070,SenseOmni智慧体育产品预研SCG09,R-SC220924.001,创新业务部,SCG09,智慧城市与商业事业群,创新业务部,智慧体育创新中心,994,lustre,SH-40,40.66,已确认,FALSE,创建(2023-03-14) -> 文件上传(2023-03-14) -> 文件上传成功(2023-03-14) -> 运营调整任务完成时间(2023-03-15) -> 审核通过(2023-03-15) -> 标注完成(2023-03-15) -> 标注验收通过(2023-03-15) 
DX,DX-BZ-2023-0046,16737,动态上新20230306订单数据检测标注,储祥翠,任务完成,2023/3/13,2023/3/17,2023/3/20,3,7,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,6415,lustre,SH-40,1005.08,已确认,FALSE,创建(2023-03-13) -> 文件上传(2023-03-13) -> 文件上传成功(2023-03-13) -> 运营调整任务完成时间(2023-03-13) -> 审核通过(2023-03-13) -> 标注完成(2023-03-16) -> 标注验收通过(2023-03-20) 
DX,DX-BZ-2023-0047,16742,商品检测框标注,江心雨,任务完成,2023/3/13,2023/3/15,2023/3/17,2,4,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,2910,lustre,SH-40,7443.43,已确认,FALSE,创建(2023-03-13) -> 文件上传(2023-03-13) -> 文件上传成功(2023-03-13) -> 撤回任务(2023-03-13) -> 文件上传(2023-03-13) -> 重新提交任务(2023-03-13) -> 文件上传成功(2023-03-13) -> 运营调整任务完成时间(2023-03-14) -> 审核通过(2023-03-14) -> 标注完成(2023-03-16) -> 标注验收通过(2023-03-17) 
DX,DX-BZ-2023-0048,16745,商品检测框标注,江心雨,任务完成,2023/3/13,2023/3/15,2023/3/16,1,3,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,13,lustre,SH-40,43.53,已确认,FALSE,创建(2023-03-13) -> 文件上传(2023-03-13) -> 文件上传成功(2023-03-13) -> 运营调整任务完成时间(2023-03-14) -> 审核通过(2023-03-14) -> 标注完成(2023-03-14) -> 标注验收通过(2023-03-16) 
DX,DX-BZ-2023-0044,16693,0号机20230307人工回流数据检测标注,储祥翠,任务完成,2023/3/10,2023/3/14,2023/3/13,0,3,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,2656,lustre,SH-40,497.8,已确认,FALSE,创建(2023-03-10) -> 文件上传(2023-03-10) -> 文件上传成功(2023-03-10) -> 运营调整任务完成时间(2023-03-10) -> 审核通过(2023-03-10) -> 标注完成(2023-03-11) -> 标注验收通过(2023-03-13) 
DX,DX-BZ-2023-0045,16694,0号机20230309人工回流数据检测标注,储祥翠,任务完成,2023/3/10,2023/3/14,2023/3/13,0,3,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,2928,lustre,SH-40,585.19,已确认,TRUE,创建(2023-03-10) -> 文件上传(2023-03-10) -> 文件上传成功(2023-03-10) -> 运营调整任务完成时间(2023-03-10) -> 审核通过(2023-03-10) -> 标注完成(2023-03-11) -> 验收中有数据包被打回(2023-03-13) -> 标注完成(2023-03-13) -> 验收中有数据包被打回(2023-03-13) -> 标注完成(2023-03-13) -> 标注验收通过(2023-03-13) 
DX,DX-BZ-2023-0043,16648,0号机20230304-06人工回流数据检测标注,储祥翠,任务完成,2023/3/7,2023/3/11,2023/3/13,2,6,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,11188,lustre,SH-40,2426.48,已确认,TRUE,创建(2023-03-07) -> 文件上传(2023-03-07) -> 文件上传成功(2023-03-07) -> 运营调整任务完成时间(2023-03-07) -> 审核通过(2023-03-07) -> 标注完成(2023-03-10) -> 验收中有数据包被打回(2023-03-13) -> 标注完成(2023-03-13) -> 标注验收通过(2023-03-13) 
DX,DX-BZ-2023-0033,16607,0号机20230225-0302人工回流数据检测标注,储祥翠,任务完成,2023/3/3,2023/3/7,2023/3/6,0,3,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,4863,lustre,SH-40,1214.62,已确认,FALSE,创建(2023-03-03) -> 文件上传(2023-03-03) -> 文件上传成功(2023-03-03) -> 运营调整任务完成时间(2023-03-03) -> 审核通过(2023-03-03) -> 标注完成(2023-03-06) -> 标注验收通过(2023-03-06) 
DX,DX-BZ-2023-0034,16604,商品检测框标注,江心雨,任务完成,2023/3/3,2023/3/7,2023/3/16,9,13,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,347,lustre,SH-40,692.7,已确认,FALSE,创建(2023-03-03) -> 文件上传(2023-03-03) -> 文件上传成功(2023-03-03) -> 运营调整任务完成时间(2023-03-03) -> 审核通过(2023-03-03) -> 标注完成(2023-03-07) -> 标注验收通过(2023-03-16) 
DX,DX-BZ-2023-0035,16603,商品检测框标注,江心雨,任务完成,2023/3/3,2023/3/7,2023/3/16,9,13,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,54,lustre,SH-40,43.9,已确认,FALSE,创建(2023-03-03) -> 文件上传(2023-03-03) -> 文件上传成功(2023-03-03) -> 运营调整任务完成时间(2023-03-03) -> 审核通过(2023-03-03) -> 标注完成(2023-03-06) -> 标注验收通过(2023-03-16) 
DX,DX-BZ-2023-0036,16617,0号机20230303人工回流数据检测标注,储祥翠,任务完成,2023/3/3,2023/3/7,2023/3/6,0,3,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,3819,lustre,SH-40,752.34,已确认,FALSE,创建(2023-03-03) -> 文件上传(2023-03-03) -> 文件上传成功(2023-03-03) -> 运营调整任务完成时间(2023-03-06) -> 审核通过(2023-03-06) -> 标注完成(2023-03-06) -> 标注验收通过(2023-03-06) 
DX,DX-BZ-2023-0037,16598,检测测试集-0号机20230223人工回流数据检测标注,储祥翠,任务完成,2023/3/3,2023/3/7,2023/3/6,0,3,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,3017,lustre,SH-40,533.73,已确认,FALSE,创建(2023-03-03) -> 文件上传(2023-03-03) -> 文件上传成功(2023-03-03) -> 运营调整任务完成时间(2023-03-03) -> 审核通过(2023-03-03) -> 任务标注中被运营撤回到审核中(2023-03-03) -> 撤回任务(2023-03-03) -> 文件上传(2023-03-03) -> 重新提交任务(2023-03-03) -> 文件上传成功(2023-03-03) -> 运营调整任务完成时间(2023-03-03) -> 审核通过(2023-03-03) -> 标注完成(2023-03-06) -> 标注验收通过(2023-03-06) 
DX,DX-BZ-2023-0038,16597,检测测试集-20230223人工回流数据检测标注,储祥翠,任务完成,2023/3/3,2023/3/3,2023/3/14,11,11,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,23140,lustre,SH-40,5071.37,已确认,TRUE,创建(2023-03-03) -> 文件上传(2023-03-03) -> 文件上传成功(2023-03-03) -> 运营调整任务完成时间(2023-03-03) -> 审核通过(2023-03-03) -> 标注完成(2023-03-09) -> 验收中有数据包被打回(2023-03-14) -> 标注完成(2023-03-14) -> 标注验收通过(2023-03-14) 
DX,DX-BZ-2023-0039,16592,检测测试集-20230110人工回流数据检测标注,储祥翠,任务完成,2023/3/3,2023/3/3,2023/3/14,11,11,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,17651,lustre,SH-40,4119.53,已确认,TRUE,创建(2023-03-03) -> 文件上传(2023-03-03) -> 文件上传成功(2023-03-03) -> 运营调整任务完成时间(2023-03-03) -> 审核通过(2023-03-03) -> 标注完成(2023-03-08) -> 验收中有数据包被打回(2023-03-14) -> 标注完成(2023-03-14) -> 标注验收通过(2023-03-14) 
DX,DX-BZ-2023-0040,16591,检测测试集-20230302人工回流数据检测标注,储祥翠,任务完成,2023/3/3,2023/3/3,2023/3/13,10,10,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,4247,lustre,SH-40,1194.63,已确认,FALSE,创建(2023-03-03) -> 文件上传(2023-03-03) -> 文件上传成功(2023-03-03) -> 运营调整任务完成时间(2023-03-03) -> 审核通过(2023-03-03) -> 标注完成(2023-03-07) -> 标注验收通过(2023-03-13) 
DX,DX-BZ-2023-0041,16602,senselive标注AI park球馆篮球检测框,冯律,任务完成,2023/3/3,2023/3/4,2023/3/21,17,18,2070,SenseOmni智慧体育产品预研SCG09,R-SC220924.001,创新业务部,SCG09,智慧城市与商业事业群,创新业务部,智慧体育创新中心,12000,lustre,SH-40,1697.97,已确认,FALSE,创建(2023-03-03) -> 文件上传(2023-03-03) -> 文件上传成功(2023-03-03) -> 运营调整任务完成时间(2023-03-03) -> 审核通过(2023-03-03) -> 标注完成(2023-03-06) -> 标注验收通过(2023-03-21) 
DX,DX-BZ-2023-0042,16608,0号机20230225-0302人工回流数据检测标注-抽样100单,储祥翠,任务完成,2023/3/3,2023/3/7,2023/3/6,0,3,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,6619,lustre,SH-40,1365.89,已确认,FALSE,创建(2023-03-03) -> 文件上传(2023-03-03) -> 文件上传成功(2023-03-03) -> 运营调整任务完成时间(2023-03-03) -> 审核通过(2023-03-03) -> 标注完成(2023-03-06) -> 标注验收通过(2023-03-06) 
DX,DX-BZ-2023-0032,16547,篮球检测标注,王俊豪,任务完成,2023/2/28,2023/3/1,2023/3/15,14,15,2070,SenseOmni智慧体育产品预研SCG09,R-SC220924.001,创新业务部,SCG09,智慧城市与商业事业群,创新业务部,智慧体育创新中心,16006,lustre,SH-40,818.37,已确认,FALSE,创建(2023-02-28) -> 文件上传(2023-02-28) -> 文件上传成功(2023-02-28) -> 运营调整任务完成时间(2023-03-01) -> 审核通过(2023-03-01) -> 标注完成(2023-03-01) -> 标注验收通过(2023-03-15) 
DX,DX-BZ-2023-0031,16515,snow51的关键点标注,王俊豪,任务完成,2023/2/27,2023/2/28,2023/3/15,15,16,2070,SenseOmni智慧体育产品预研SCG09,R-SC220924.001,创新业务部,SCG09,智慧城市与商业事业群,创新业务部,智慧体育创新中心,1000,lustre,SH-40,1465.93,已确认,FALSE,创建(2023-02-27) -> 文件上传(2023-02-27) -> 文件上传成功(2023-02-27) -> 运营调整任务完成时间(2023-02-27) -> 审核通过(2023-02-27) -> 标注完成(2023-02-28) -> 标注验收通过(2023-03-15) 
DX,DX-BZ-2023-0030,16493,0号机20230221-23人工回流数据检测标注2,储祥翠,任务完成,2023/2/24,2023/2/24,2023/2/24,0,0,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,2713,lustre,SH-40,421.2,已确认,FALSE,创建(2023-02-24) -> 文件上传(2023-02-24) -> 文件上传成功(2023-02-24) -> 运营调整任务完成时间(2023-02-24) -> 审核通过(2023-02-24) -> 标注完成(2023-02-24) -> 标注验收通过(2023-02-24) 
DX,DX-BZ-2023-0029,16490,0号机20230221-23人工回流数据检测标注,储祥翠,任务完成,2023/2/23,2023/5/17,2023/2/26,0,3,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,6149,lustre,SH-40,1848.86,已确认,TRUE,创建(2023-02-23) -> 文件上传(2023-02-23) -> 文件上传成功(2023-02-23) -> 运营调整任务完成时间(2023-02-23) -> 审核通过(2023-02-23) -> 撤回任务(2023-02-23) -> 文件上传(2023-02-23) -> 重新提交任务(2023-02-23) -> 文件上传成功(2023-02-23) -> 运营调整任务完成时间(2023-02-24) -> 审核通过(2023-02-24) -> 标注完成(2023-02-25) -> 验收中有数据包被打回(2023-02-25) -> 标注完成(2023-02-25) -> 标注验收通过(2023-02-26) -> 运营调整任务完成时间(2023-05-17) 
DX,DX-BZ-2023-0027,16363,麦当劳第二批,宫宇辰,任务完成,2023/2/20,2023/2/20,2023/2/23,3,3,2019,智能冰箱+SKU预研静态冰箱SCG00,R-SC220888.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,21,lustre,ABUD,4.74,已确认,FALSE,创建(2023-02-20) -> 文件上传(2023-02-20) -> 文件上传成功(2023-02-20) -> 运营调整任务完成时间(2023-02-20) -> 审核通过(2023-02-20) -> 标注完成(2023-02-22) -> 标注验收通过(2023-02-23) 
DX,DX-BZ-2023-0028,16356,麦当劳标注,宫宇辰,任务完成,2023/2/20,2023/2/20,2023/2/22,2,2,2019,智能冰箱+SKU预研静态冰箱SCG00,R-SC220888.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,16,lustre,ABUD,3.3,已确认,TRUE,创建(2023-02-20) -> 文件上传(2023-02-20) -> 文件上传失败(2023-02-20) -> 文件上传(2023-02-20) -> 重新提交任务(2023-02-20) -> 文件上传成功(2023-02-20) -> 运营调整任务完成时间(2023-02-20) -> 审核通过(2023-02-20) -> 标注完成(2023-02-20) -> 验收中有数据包被打回(2023-02-20) -> 标注完成(2023-02-20) -> 标注验收通过(2023-02-22) 
DX,DX-BZ-2023-0025,16348,静态星星,宫宇辰,任务完成,2023/2/17,2023/2/18,2023/2/23,5,6,2019,智能冰箱+SKU预研静态冰箱SCG00,R-SC220888.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,64583,lustre,SH-40,4436.85,已确认,TRUE,创建(2023-02-17) -> 文件上传(2023-02-17) -> 文件上传成功(2023-02-17) -> 运营调整任务完成时间(2023-02-17) -> 审核通过(2023-02-17) -> 标注完成(2023-02-20) -> 验收中有数据包被打回(2023-02-20) -> 标注完成(2023-02-20) -> 标注验收通过(2023-02-23) 
DX,DX-BZ-2023-0026,16339,20230207to15人工回流数据检测标注,储祥翠,任务完成,2023/2/17,2023/5/17,2023/2/22,0,5,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,20987,lustre,SH-40,5861.75,已确认,TRUE,创建(2023-02-17) -> 文件上传(2023-02-17) -> 文件上传成功(2023-02-17) -> 运营调整任务完成时间(2023-02-17) -> 审核通过(2023-02-17) -> 标注完成(2023-02-20) -> 验收中有数据包被打回(2023-02-21) -> 标注完成(2023-02-22) -> 标注验收通过(2023-02-22) -> 运营调整任务完成时间(2023-05-17) 
DX,DX-BZ-2023-0021,16303,20230201生活用品—单sku检测标注,储祥翠,任务完成,2023/2/15,2023/2/18,2023/2/21,3,6,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,5898,lustre,SH-40,590.13,已确认,FALSE,创建(2023-02-15) -> 文件上传(2023-02-15) -> 文件上传成功(2023-02-15) -> 运营调整任务完成时间(2023-02-15) -> 审核通过(2023-02-15) -> 运营调整任务完成时间(2023-02-15) -> 标注完成(2023-02-18) -> 标注验收通过(2023-02-21) 
DX,DX-BZ-2023-0022,16304,20230201生活用品—双sku检测标注,储祥翠,任务完成,2023/2/15,2023/5/17,2023/2/22,0,7,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,5336,lustre,SH-40,814.37,已确认,TRUE,创建(2023-02-15) -> 文件上传(2023-02-15) -> 文件上传成功(2023-02-15) -> 运营调整任务完成时间(2023-02-15) -> 审核通过(2023-02-15) -> 运营调整任务完成时间(2023-02-15) -> 标注完成(2023-02-17) -> 验收中有数据包被打回(2023-02-21) -> 标注完成(2023-02-21) -> 标注验收通过(2023-02-22) -> 运营调整任务完成时间(2023-05-17) 
DX,DX-BZ-2023-0023,16305,20230201生活用品—混合sku检测标注,储祥翠,任务完成,2023/2/15,2023/5/17,2023/2/21,0,6,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,3868,lustre,SH-40,585.8,已确认,TRUE,创建(2023-02-15) -> 文件上传(2023-02-15) -> 文件上传成功(2023-02-15) -> 运营调整任务完成时间(2023-02-15) -> 审核通过(2023-02-15) -> 运营调整任务完成时间(2023-02-15) -> 标注完成(2023-02-17) -> 验收中有数据包被打回(2023-02-21) -> 标注完成(2023-02-21) -> 标注验收通过(2023-02-21) -> 运营调整任务完成时间(2023-05-17) 
